video_id,video_title,author,comment,likes,published_at
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Mohsen47,Why ain't toyota in this this video?🤨,0,2026-02-07T12:53:01Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@simond3226,Why isn't the Volvo XC90 T8 included or the Range Rover Sport ? Would have been great to see a comparison including these two,0,2026-02-07T11:00:14Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@meteb1100,I had a GLE and an XC90 for a couple of weeks to do some l9ng distance ferrying. The XC90 was far more comfortable. I did a 5hr non stop journey and got out without an ache or pain. I did a 3hr stint in the GLE and got out with back and hip ache,0,2026-02-04T14:00:35Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Lyfehurts66,Nice..,0,2026-02-02T21:58:21Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@sporty8383,x5 any day,0,2026-01-29T16:08:14Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@kayleecurnow,5:56 lol,0,2026-01-28T08:25:04Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@pluss400,Range Rover sport???,0,2026-01-27T20:29:48Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@saintetienne755,Is it me or do they all look bland?,0,2026-01-26T23:49:49Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@joshash1997,Any SUV pushing less than 300bhp minimum is pointless,0,2026-01-18T12:55:20Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@antoniom5440,Cayenne 100%,0,2026-01-16T13:05:22Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@JayEf-1,Imagine testing 3 Tuaregs in the same Video,0,2026-01-16T07:59:48Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@peterallison290,"I went from a Q7 to a new Touareg and then within a year back to a Q7 (SQ7) that was actually 4 years older than the Touareg. My feelings about the Touareg were the same as Matt's. It didnt feel special, it didnt feel as rock solid, it was coarser sounding and the steering wheel mounted touch controls drove me absolutely insane. Particularly the cruise control. Both my Q7s (including the one I sold at 8yo with nearly 100k kms on it) drove and felt nicer than the Touareg.",1,2026-01-14T11:46:40Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@rajsrivastav6940,watch this channel to end up hating everyone car made in the market.......,0,2026-01-13T08:23:30Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MartinEA40,"Difficult choice there. VW automatically go out. 90k for Touareg , no thank you. Audi Q7 is allready old model ....3 left.  I don't know. They are all 3 nice looking cars  I like the Mercedes ,the Cayenne and the BMW. BMW out for the boot .2 left. Porsche skyrockets their prices last 5 years ,so Mercedes is the winner!",0,2026-01-11T17:21:21Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@markusrx5446,"U tested the Q7 from Audi, but the X5 and GLE from BMW and Mercedes respectively? Why not the X7 and GLS? Those are the Luxury SUVs from BMW and Mercedes",0,2026-01-10T09:23:28Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@tomal28,No Volvo? Shit test.,0,2025-12-31T08:32:38Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@meepcheep314,"The upholstery on the GLE is absolutely disgraceful. The cheapest ""real"" leather I've ever seen",0,2025-12-29T22:12:22Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ivancornejo113,"Mercedes-Benz, the best or nothing1",0,2025-12-26T16:09:59Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@usmanzahoor-jq2rd,Where is rang rover,0,2025-12-19T15:52:20Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@paulallen9518,How do people afford a 100grand suv? Am I just poor?,0,2025-12-17T17:57:08Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@frankl31436,"Buy the BMW.  The B58 I6 engine in this diesel form will run forever. The B58 gas version is also bulletproof.   Based on USA Consumer Reports 2025-2026 rankings, which include reliability, BMW almost tied Subaru for #1. BMW was #1 in the luxury category.  The only one close in reliability, in this group, is the Porsche but the Porsche parts cost more than gold.",0,2025-12-17T00:02:02Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@JobethJoven,"I adore the BMW. Before my husband gave me a Cayenne and I fell in love, it was my ideal vehicle.",1,2025-11-20T08:55:17Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@moritz9077,"20% straight for the government, the biggest winner of every sale",0,2025-11-19T21:23:09Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Janis.Bruveris,In EU  Treg is from 54k €😊,0,2025-11-17T20:30:03Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Janis.Bruveris,And where is Lexus rx? 😂,0,2025-11-17T20:21:36Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@salary_rezaeian,BMW😍🤌🏻,0,2025-11-17T00:58:24Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ucpt8234,Q7 c es plutôt mercedes GLS,0,2025-11-16T22:17:24Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@CVO_MAN,No Alfa Romeo Stelvio? C'mon...,1,2025-11-16T06:17:54Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@IanBrandley,heeey Audi isnt just meeh😭😭😭,0,2025-11-09T13:11:25Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@earlisking,"Carwow, you should incorporate short and long term reliability into your comparisons.",0,2025-11-06T23:48:10Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@richardbrown578,"Lol! You can't pretend well enough.  You are definitely interesting to watch, and your personal preference is the Audi. You have always emblemish the Audi negatives while emphasizing on the negatives of the others. You are still making interesting reviews! In the end, nevertheless, I agree with your number 1 choice 💯👍",0,2025-11-02T18:16:32Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@otaku-nostalgie,TOUAREG IS MY DREAM CAR 🤤,0,2025-10-31T04:48:40Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@GTschumacher,He just loves the BMW's,1,2025-10-29T22:09:17Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@mrwolfger,"Mercedes's 450d vs BMW's 40d, Which diesel engine is quieter?",0,2025-10-29T14:27:40Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@nokuthulakumalo9665,Always BMW wins 😅,0,2025-10-27T15:41:47Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@AndreasKatsaras,"Anyone who pays more than 50K on any car must have money to throw down the drain, be mad or incredibly stupid",0,2025-10-26T15:52:14Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@SahibdeepBhogal-b1d,I have a gle 450  best car BMW suck,0,2025-10-26T15:06:58Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@fess749,"You’re a car guy, stop,saying Porsh.",0,2025-10-26T04:07:35Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@prostokrasavchik8837,"Get a Tesla with FSD and let it drive for you. The rest of the cars don't have anything to offer, they are the same, slightly different exterior, slightly different interior, period. Who on earth needs soft closing doors??? Is this your requirement for a luxury car? really?",0,2025-10-18T03:11:51Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Jeebz_010,Where is the Range Rover?,0,2025-10-11T04:15:31Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Cozy-yyy,Where is Range Rover?,0,2025-10-10T15:00:45Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@CuteAsianBeauties,i like the old cayenne look,1,2025-10-09T19:24:20Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@markmadad1,Best to get the one you like. They all do the same thing and after watching the drag race they all go virtually the same speed. Had an X5 and Q7 now have VW which is a fantastic car!,0,2025-10-04T00:13:28Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@vvaro2926,Why so much hate for the touareg? It feels premium and is the most premium car from VW. And the last one has all u want in,1,2025-10-03T20:41:26Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MrSki-cw1mh,He knows that the Mercedes is better but he is an absolute BMW fan girl and total sell out...,1,2025-09-30T18:40:00Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MrRezw5975,bmw all day mofgkas,0,2025-09-30T06:50:38Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@LegendaryIGReels,yesssssss,0,2025-09-27T08:01:14Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@jfmmp,What the hell is VW doing there????????!!,0,2025-09-23T03:48:21Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Gun_CPF4Life,"Performance wise - the GLE 450 shouldn’t be competing with the 30d BMW, it should only be the GLE 300, which is a 2L. As both will then be the entry level. If it’s the 450, then test it against the x5 50e",3,2025-09-22T23:28:17Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ThongnamHoangquang,Story arcs across multiple videos encourage subscription,0,2025-09-17T00:52:23Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@fürimmerkonservativ,I can clearly see Mercedes nowadays is very chinese,0,2025-09-16T06:00:12Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@SakethChodi,only in 2025 will normal luxury midsize family suv's do the quarter mile faster than the lamborghini gallardo,0,2025-09-13T21:26:37Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ElianAden-n1k8c,"Crossovers between niches (gaming + music, news + commentary) reach wider audiences",0,2025-09-13T15:18:34Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@HornyMidget420,Am I the only one that thinks the Audi looks by far the best??,0,2025-09-08T20:47:06Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@yoyo50658,Matt is a BMW fanboy,0,2025-09-08T07:44:59Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@alek385,"I would get VW Touareg Diesel 286 hp, immense torque, or BMW X5 50e....",0,2025-09-07T08:30:16Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@fiercefalcon2345,"prices of these cars are insane even for europe, in india the X5 costs 140k pounds, the gle 140k pounds, Q7 120k, Cayenne is just on another level because its a fully built car costing 190k for the base model with absolutely no options. Crazy isnt it?",0,2025-09-03T11:32:32Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@sinisa79,"maybe focus on important stuff? Reliability, longevity, simplicity, car parts prices, ect ect?
Complaining about something being manual is beyond dumb, we don't need everything to be electric ad powered, its nightmare when breaks, and it will break
Anyway, worst car here is by far Mercedes, friend got one and he was at dealer about 60 times in 3 years, for various mostly electric problems
best is for sure BMW, best 3.0 diesel on the market, as it will last 800 000 km easy when maintained, seen many with this mileage
ofc best option would be Lexus RX, but not even listed here",2,2025-08-31T07:19:35Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@jackbestyt,Sooooo where’s the Lexus ??,5,2025-08-22T12:49:17Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@thaithao-qw4rs,Very uplifting.,0,2025-08-15T05:43:20Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@aryanmakineni2016,Q7,1,2025-08-10T12:55:34Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@patrick.p2781,The BMW channel ?,0,2025-08-08T16:50:09Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@yl003760,X5 100%,0,2025-08-07T03:14:45Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@smithwesson870,Porsche❤️,0,2025-08-06T10:19:46Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@your_royal_highness,"I am getting a new ‘26 X5 I just ordered. A replacement for a wonderful brand new Q8 Prestige that got broadsided and I know the car will never be the same, plus it has been in the shop for 3 months still getting fixed.  If money were no object the Porsche wins hands down.  I think the looks of the Q8 are better than the X5 or X6.  However, the overall capabilities of the X5 are probably better.  I really like Audi’s though and recognize that I do not drive outside the car so the bland looks of the SQ5 I had before did not matter one whit.  It is a better overall car than the X3 50.",0,2025-08-03T13:54:20Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@YoutTypicalCarGuy,porsche obviously!!!,0,2025-08-02T22:21:47Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@microhard4997,Wish porsche had a 7 seater option especially in petrol or diesel not bloody electric shit,0,2025-08-01T04:00:38Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@microhard4997,So sq7 is the best one ?,0,2025-08-01T04:00:01Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@saljogja,Porsche👍,0,2025-07-31T03:07:31Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@mohammedriyad5481,Btw where's the range rover sport,1,2025-07-29T21:14:18Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@budaibence720,Where is opel?,0,2025-07-29T17:55:57Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@kutieto,"""Have they made it from scrotums?"" 😂😂",0,2025-07-29T10:57:56Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Listenwell-wq8pn,Which one is the fastest ?,0,2025-07-28T23:35:15Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@formatagfys1903,3 of them r the same thing different skin,0,2025-07-27T23:16:29Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@djangounbound2214,I would take the merc,0,2025-07-27T22:51:43Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@abhijeetkumarsingh3949,"11:42 how do you don’t look good either from the outside they have good friend, but ugliest rear design. 😢",0,2025-07-27T09:20:42Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@abhijeetkumarsingh3949,"Why are we buying so big SUVs, if they don’t have a good rear seats comfort?",1,2025-07-27T09:18:17Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@abhijeetkumarsingh3949,10:00 I think Audi has the best thighs support too,0,2025-07-27T09:17:01Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@abhijeetkumarsingh3949,"6:25 yes, course, Porsche do look the ugliest of the lot",0,2025-07-27T09:12:44Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ilikeplen.350,personally i prefer audi,0,2025-07-26T10:21:48Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@yarielsbusiness3134,There’s actually three Volkswagens a BMW and a Mercedes…..,1,2025-07-24T11:26:04Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@SMKTopaz,M50d would of smoked every car here,0,2025-07-19T13:54:43Z
PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@rohitshukla5498,Why didn't you use x7 ?,0,2025-07-16T21:12:04Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@edmundscars,"Toyota revealed pricing for the 2026 RAV4 after we finished making our video. Here's how it came out (spoiler, we're pretty happy with our estimates):
2026 Toyota RAV4 starting price (including destination): $33,350
Price as tested (including destination): $37,550
And a top-tier RAV4 Limited AWD costs $44,750! So, what do you think? Is Toyota asking a fair price for the new RAV4?",87,2025-11-21T19:15:21Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@noahgami,"For people debating reliability, chill! Nothing is built to last forever. There is manufacturer warranty and extended  warranty which both can comfortably cover over 10 years worth of costly fualts.",0,2026-03-08T01:21:06Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@aleshiacote-young9962,Why would you put a Kia in the top? Did brand reliability not factor at all in your ratings?!,0,2026-03-07T22:34:53Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@davidphillips4706,"In 2020 we shopped for a new SUV, it came down to Mazda and Hyundai.  After driving both extensively, the Tucson was the purchase, we got the Ultimate package, something they only built for one year, it basically gives you every option in one package, fully loaded it was several thousand cheaper than the Mazda, what killed the Mazda for me was the fact that at highway speeds it shuts down half the engine to save gas......the idea just didn't sit right with me. A shame really because the Mazda was more comfortable, albeit more expensive.",0,2026-03-07T14:51:30Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@Slueth-r9i,Bullshit !! The top two ie hyundai and kia are totally unreliable. So it's obvious that this channel is paid for by Hyundai( Kia is its sister company)👎👎 UNSUBSCRIBED,0,2026-03-07T08:35:11Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@ronjenkins675,Comparing gas to EV is utter stupidity.  I made it thru the second review and could tell your review is like today’s journalism and FOS!  I’ll sick with CR!,0,2026-03-06T19:08:00Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@Bond61-p5s,I went from a 2022 Mazda CX 5 Premium to a 2025 Kia Sportage SX.  I am glad I did.  It is bigger and a better comfortable ride.  It was also cheaper.,0,2026-03-06T05:09:47Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@bam3618,The Sportage does not have plenty of power😂 its very sluggish,0,2026-03-06T03:06:55Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@troyesch6203,Subaru Outback is at the top of most “best” lists and not even on here at all?!,0,2026-03-05T23:17:58Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@Me-n-ace,the Hyundai glaze...,0,2026-03-04T14:31:36Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@johntzeimet,"I've had my 2025 Chevy equinox activ for one year now and I traded in a 2020 RAV4 limited hybrid. I'm sure people are going to criticize me for this but I really like the equinox better. I wish the lane assist was a little better but I used to turn the one off on the RAV4 because it just got annoying whereas the equinox one does seem to do anything except for give me vibrations in my side when I start drifting to the side. It's so comfortable and I don't get how people don't say there's not enough power because if I needed to go and I punch it , it goes.",0,2026-03-03T10:07:50Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@jayshahu,Lol. How long before the engine starts giving issues on the Hyundai and Kia,0,2026-03-01T17:43:28Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@stacyferraro6897,"Thank you for the detailed reviews!   
We have a retired K9; 70 pound, 12+ year old black lab.  We currently have a 2016 Honda FIT that we love his dog bed fits perfectly in the back and he can get in and out easily.  As the FIT has over 200k miles, we are looking to replace it with another similar vehicle. Unfortunately, Honda stopped selling the FIT in the US a few years back.   

Out of all the  vehicles you have reviewed and are familiar with, which do you feel would be sufficient for a replacement for the FIT? Easy access for an older dog, foldable flat or removable seats, 90° rear door opening, rear vents....",0,2026-02-28T18:53:52Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@robertjames-life4768,"Our friend just got the new Bronco, seats were hard as a rock.",0,2026-02-28T17:04:41Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@wladimirb1506,"Leased a 2026 Hyundai Tucson N-Line X 1.6 150 hp FWD petrol since 11/25, driven 3,000 km so far:

Pros: great design, excellent interior quality (N-Line), lots of space, good acceleration, top-notch infotainment, strong matrix headlights, very good Krell sound system, comfortable seats, and the panoramic roof is a nice touch. The suspension feels nicely agile without being floaty, yet still very composed on rough roads.

Cons: fuel consumption is higher than expected: around 9 l/100 km mixed, 6.0 l/100 km is possible at 100 km/h, but on longer motorway trips at 130 km/h it’s hardly ever below 8.5 l/100 km. The lane-keeping assist keeps the car too far to the left, which feels uncomfortable. The automatic transmission reacts slowly: shifting from D to R feels like it takes 1.5–2 seconds, and when pulling away there’s first a short delay, then a sudden, jerky surge of power. The throttle is also tuned very aggressively in the 0–20 km/h range. Maybe it will improve as the system adapts, but right now it still feels rather poor.

Conclusion: I would choose it again. For me, the overall balance works.",0,2026-02-28T10:05:15Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@krozmon6677,So I assume they are  not considering reliability when Kia AND Hyundai both beat Toyota ?,0,2026-02-27T23:17:20Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@jerryulin6629,"He didn't mention reliability for the Subaru. That to an intelligent buyer should be number 1. So, I didn't feel the need to go any further in the video. Lol.",0,2026-02-27T19:13:01Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@scorpion-zi9fl,I wouldn't touch a VW. They have horrible reliability issues. I ditched mine as soon as I could.,0,2026-02-27T02:19:08Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@samial7907,Add Volvos to the mix,0,2026-02-26T12:25:06Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@pedroev92,Cx-50 hybrid is amazing. Is designed to be like that so you can focus on driving ffs,0,2026-02-26T00:39:11Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@LeePuddefoot,"VW has Tiguan hybrid in  Europe,
need to bring to US.",0,2026-02-25T19:51:03Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@jamieoxenreider,Yeah-how long is that paint and engine going to last???,0,2026-02-25T19:00:52Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@Chris-v4z,Edmonds doesn't give a rat's ass about reliability. Some of these vehicles will have catastrophic powertrain failures in the first year!,0,2026-02-25T18:55:13Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@jaysontan4962,Is jeep compass and gmc terrain are not competitors of this cars?,0,2026-02-25T07:53:54Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@pinkgirlyworld,I dont know man... to me the Nissan Rogue its better than all of them. I have one 2025 and I LOVE IT!,0,2026-02-24T23:33:01Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@MonsterChuck,These are crossovers....,0,2026-02-24T11:06:15Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@miguelventura6344,Central cup holders as the name says is for cups our mugs for hot drinks for the water is in the doors 🙄🙄🙄 dahhhh,0,2026-02-24T04:08:08Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@garriyshaulov3998,"It's not very objective, Tiguan is the most beautiful car, RAF4 is most durable, Equinox is the most spacious and comfortable to drive in 10th place. I have been selling cars for 20 yearsand i don't understand how Hyundai in 1st place.",1,2026-02-23T02:05:46Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@paulmccoy6431,Why would anyone want a software trial with anything? Yall should start disqualifying cars for review.,0,2026-02-22T17:07:17Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@MaCDaddy7774,I’ll stick to NADA for advice on cars and values yall needa lay off the pipe,0,2026-02-21T04:11:50Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@MaCDaddy7774,Imagine putting the VW above the Honda😂😂 yall definitely just lost all credibility.,0,2026-02-21T04:07:01Z
XRUNyPm9RxI,"We Tested Ten SUVs, Which One's the Best?",@BlindTom61,"Korean vehicles have a HORRIBLE reputation for quality, dependability and fit and finish.",0,2026-02-20T20:17:33Z
