,video_id,video_title,author,comment,likes,published_at,category,clean_comment,car_model,topic
16,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@j.wagner8639,..I only see one victory: VWAG😅,0,2026-02-10T00:26:06Z,suv,see one victory swag grinning_face_with_sweat_emoji,Other,Other
17,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@aaryan.4p,"cant really compare a x5 with a 17, shouldve been q8 with x5 or q7 with x7",0,2026-02-08T11:48:30Z,suv,not really compare of of of of of of,Other,Other
18,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@lordstark806,China combine those 6 and build one best SUV based on the ideas,0,2026-02-07T23:24:07Z,suv,china combine a build one best sun base idea,Other,Other
19,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Mohsen47,Why ain't toyota in this this video?🤨,0,2026-02-07T12:53:01Z,suv,not toyota video face_with_raised_eyebrow_emoji,toyota,Other
20,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@simond3226,Why isn't the Volvo XC90 T8 included or the Range Rover Sport ? Would have been great to see a comparison including these two,0,2026-02-07T11:00:14Z,suv,not volvo xci to include range rover sport would great see comparison include two,Volvo,range
21,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@meteb1100,I had a GLE and an XC90 for a couple of weeks to do some l9ng distance ferrying. The XC90 was far more comfortable. I did a 5hr non stop journey and got out without an ache or pain. I did a 3hr stint in the GLE and got out with back and hip ache,0,2026-02-04T14:00:35Z,suv,gel xci couple week long distance ferry xci far more comfortable chr non stop journey get without ache pain chr stint gel get back hip ache,Other,Other
22,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Lyfehurts66,Nice..,0,2026-02-02T21:58:21Z,suv,nice,Other,Other
23,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@sporty8383,x5 any day,0,2026-01-29T16:08:14Z,suv,of day,Other,Other
24,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@drawing-y8n,5:56 lol,0,2026-01-28T08:25:04Z,suv,a of low,Other,Other
25,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@pluss400,Range Rover sport???,0,2026-01-27T20:29:48Z,suv,range rover sport exclamation_strong,Range Rover,range
26,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@saintetienne755,Is it me or do they all look bland?,0,2026-01-26T23:49:49Z,suv,look bland,Other,Other
27,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@joshash1997,Any SUV pushing less than 300bhp minimum is pointless,0,2026-01-18T12:55:20Z,suv,sun push less 300bhp minimum pointless,Other,Other
28,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@antoniom5440,Cayenne 100%,0,2026-01-16T13:05:22Z,suv,cayenne 100,Other,Other
29,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@JayEf-1,Imagine testing 3 Tuaregs in the same Video,0,2026-01-16T07:59:48Z,suv,imagine test a tuareg video,Other,Other
30,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@peterallison290,"I went from a Q7 to a new Touareg and then within a year back to a Q7 (SQ7) that was actually 4 years older than the Touareg. My feelings about the Touareg were the same as Matt's. It didnt feel special, it didnt feel as rock solid, it was coarser sounding and the steering wheel mounted touch controls drove me absolutely insane. Particularly the cruise control. Both my Q7s (including the one I sold at 8yo with nearly 100k kms on it) drove and felt nicer than the Touareg.",2,2026-01-14T11:46:40Z,suv,go of new tuareg within year back of sqq actually a year old tuareg feeling tuareg matt not feel special not feel rock solid coarser sounding steer wheel mount touch control drive absolutely insane particularly cruise control qts include one sell wyo nearly 100k pm drive felt nicer tuareg,Other,Other
31,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@rajsrivastav6940,watch this channel to end up hating everyone car made in the market.......,0,2026-01-13T08:23:30Z,suv,watch channel end hat everyone car make market,Other,Other
32,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MartinEA40,"Difficult choice there. VW automatically go out. 90k for Touareg , no thank you. Audi Q7 is allready old model ....3 left.  I don't know. They are all 3 nice looking cars  I like the Mercedes ,the Cayenne and the BMW. BMW out for the boot .2 left. Porsche skyrockets their prices last 5 years ,so Mercedes is the winner!",0,2026-01-11T17:21:21Z,suv,difficult choice vow automatically go ask tuareg no thank audi of already old model a leave not know a nice look car like mercedes cayenne bow bow boot a leave porsche skyrocket price last a year mercedes winner exclamation,Audi,Other
33,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@markusrx5446,"U tested the Q7 from Audi, but the X5 and GLE from BMW and Mercedes respectively? Why not the X7 and GLS? Those are the Luxury SUVs from BMW and Mercedes",0,2026-01-10T09:23:28Z,suv,test of audi but of gel bow mercedes respectively not of gas luxury sun bow mercedes,Audi,Other
34,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@tomal28,No Volvo? Shit test.,0,2025-12-31T08:32:38Z,suv,no volvo shit test,Volvo,Other
35,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@meepcheep314,"The upholstery on the GLE is absolutely disgraceful. The cheapest ""real"" leather I've ever seen",0,2025-12-29T22:12:22Z,suv,upholstery gel absolutely disgraceful cheap real leather ever see,Other,Other
36,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ivancornejo113,"Mercedes-Benz, the best or nothing1",0,2025-12-26T16:09:59Z,suv,mercedes-benz best nothing,Mercedes,Other
37,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@usmanzahoor-jq2rd,Where is rang rover,0,2025-12-19T15:52:20Z,suv,rang rover,Other,Other
38,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@paulallen9518,How do people afford a 100grand suv? Am I just poor?,0,2025-12-17T17:57:08Z,suv,people afford 100grand sun poor,Other,Other
39,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@frankl31436,"Buy the BMW.  The B58 I6 engine in this diesel form will run forever. The B58 gas version is also bulletproof.   Based on USA Consumer Reports 2025-2026 rankings, which include reliability, BMW almost tied Subaru for #1. BMW was #1 in the luxury category.  The only one close in reliability, in this group, is the Porsche but the Porsche parts cost more than gold.",0,2025-12-17T00:02:02Z,suv,buy bow by in engine diesel form run forever by gas version also bulletproof base us consumer report 2025-2026 ranking include reliability bow almost tie subaru a bow a luxury category one close reliability group porsche but porsche part cost more gold,BMW,reliability
40,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@JobethJoven,"I adore the BMW. Before my husband gave me a Cayenne and I fell in love, it was my ideal vehicle.",1,2025-11-20T08:55:17Z,suv,adore bow husband give cayenne fell love ideal vehicle,BMW,Other
41,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@moritz9077,"20% straight for the government, the biggest winner of every sale",0,2025-11-19T21:23:09Z,suv,of straight government big winner every sale,Other,Other
42,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Janis.Bruveris,In EU  Treg is from 54k €😊,0,2025-11-17T20:30:03Z,suv,eur tree ask smiling_face_with_smiling_eyes_emoji,Other,Other
43,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Janis.Bruveris,And where is Lexus rx? 😂,0,2025-11-17T20:21:36Z,suv,lexus re face_with_tears_of_joy_emoji,Lexus,Other
44,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@salary_rezaeian,BMW😍🤌🏻,0,2025-11-17T00:58:24Z,suv,bow smiling_face_with_heart-eyes_emoji pinched_fingers_light_skin_tone_emoji,BMW,Other
45,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ucpt8234,Q7 c es plutôt mercedes GLS,0,2025-11-16T22:17:24Z,suv,of a is pluto mercedes gas,mercedes,Other
46,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@CVO_MAN,No Alfa Romeo Stelvio? C'mon...,1,2025-11-16T06:17:54Z,suv,no ala romeo stevie a mon,Other,Other
47,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@IanBrandley,heeey Audi isnt just meeh😭😭😭,0,2025-11-09T13:11:25Z,suv,here audi not meet loudly_crying_face_emoji loudly_crying_face_emoji loudly_crying_face_emoji,Audi,Other
48,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@earlisking,"Carwow, you should incorporate short and long term reliability into your comparisons.",0,2025-11-06T23:48:10Z,suv,carlow incorporate short long term reliability comparison,Other,reliability
49,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@richardbrown578,"Lol! You can't pretend well enough.  You are definitely interesting to watch, and your personal preference is the Audi. You have always emblemish the Audi negatives while emphasizing on the negatives of the others. You are still making interesting reviews! In the end, nevertheless, I agree with your number 1 choice 💯👍",0,2025-11-02T18:16:32Z,suv,low exclamation not pretend well enough definitely interesting watch personal preference audi always emblems audi negative emphasize negative others still make interesting review exclamation end nevertheless agree number a choice hundred_points_emoji thumbs_up_emoji,Audi,Other
50,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@otaku-nostalgie,TOUAREG IS MY DREAM CAR 🤤,0,2025-10-31T04:48:40Z,suv,tuareg dream car drooling_face_emoji,Other,Other
51,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@GTschumacher,He just loves the BMW's,1,2025-10-29T22:09:17Z,suv,love bow,BMW,Other
52,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@mrwolfger,"Mercedes's 450d vs BMW's 40d, Which diesel engine is quieter?",0,2025-10-29T14:27:40Z,suv,mercedes 450d a bow and diesel engine quieter,Mercedes,Other
53,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@nokuthulakumalo9665,Always BMW wins 😅,0,2025-10-27T15:41:47Z,suv,always bow win grinning_face_with_sweat_emoji,BMW,Other
54,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@AndreasKatsaras,"Anyone who pays more than 50K on any car must have money to throw down the drain, be mad or incredibly stupid",0,2025-10-26T15:52:14Z,suv,anyone pay more ask car must money throw drain mad incredibly stupid,Other,Other
55,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@SahibdeepBhogal-b1d,I have a gle 450  best car BMW suck,0,2025-10-26T15:06:58Z,suv,gel 450 best car bow suck,BMW,Other
56,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@fess749,"You’re a car guy, stop,saying Porsh.",0,2025-10-26T04:07:35Z,suv,car guy stop say porch,Other,Other
57,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@prostokrasavchik8837,"Get a Tesla with FSD and let it drive for you. The rest of the cars don't have anything to offer, they are the same, slightly different exterior, slightly different interior, period. Who on earth needs soft closing doors??? Is this your requirement for a luxury car? really?",0,2025-10-18T03:11:51Z,suv,get tesla fed let drive rest car not anything offer slightly different exterior slightly different interior period earth need soft closing door exclamation_strong requirement luxury car really,Tesla,Other
58,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Jeebz_010,Where is the Range Rover?,0,2025-10-11T04:15:31Z,suv,range rover,Range Rover,range
59,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Cozy-yyy,Where is Range Rover?,0,2025-10-10T15:00:45Z,suv,range rover,Range Rover,range
60,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@CuteAsianBeauties,i like the old cayenne look,1,2025-10-09T19:24:20Z,suv,like old cayenne look,Other,Other
61,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@markmadad1,Best to get the one you like. They all do the same thing and after watching the drag race they all go virtually the same speed. Had an X5 and Q7 now have VW which is a fantastic car!,0,2025-10-04T00:13:28Z,suv,best get one like thing watch drag race go virtually speed of of vow fantastic car exclamation,Other,Other
62,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@vvaro2926,Why so much hate for the touareg? It feels premium and is the most premium car from VW. And the last one has all u want in,1,2025-10-03T20:41:26Z,suv,much hate tuareg feel premium premium car vow last one want,Other,Other
63,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MrSki-cw1mh,He knows that the Mercedes is better but he is an absolute BMW fan girl and total sell out...,1,2025-09-30T18:40:00Z,suv,know mercedes well but absolute bow fan girl total sell,Mercedes,Other
64,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MrRezw5975,bmw all day mofgkas,0,2025-09-30T06:50:38Z,suv,bow day mofgkas,bmw,Other
65,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@LegendaryIGReels,yesssssss,0,2025-09-27T08:01:14Z,suv,yesssssss,Other,Other
66,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@jfmmp,What the hell is VW doing there????????!!,0,2025-09-23T03:48:21Z,suv,hell vow exclamation_strong,Other,Other
67,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Gun_CPF4Life,"Performance wise - the GLE 450 shouldn’t be competing with the 30d BMW, it should only be the GLE 300, which is a 2L. As both will then be the entry level. If it’s the 450, then test it against the x5 50e",3,2025-09-22T23:28:17Z,suv,performance wise a gel 450 not compete and bow gel 300 al entry level 450 test of the,BMW,performance
68,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ThongnamHoangquang,Story arcs across multiple videos encourage subscription,0,2025-09-17T00:52:23Z,suv,story arc across multiple videos encourage subscription,Other,Other
69,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@fürimmerkonservativ,I can clearly see Mercedes nowadays is very chinese,0,2025-09-16T06:00:12Z,suv,clearly see mercedes nowadays very chinese,Mercedes,Other
70,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@SakethChodi,only in 2025 will normal luxury midsize family suv's do the quarter mile faster than the lamborghini gallardo,0,2025-09-13T21:26:37Z,suv,2025 normal luxury midsize family sun quarter mile faster lamborghini ballard,Other,Other
71,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ElianAden-n1k8c,"Crossovers between niches (gaming + music, news + commentary) reach wider audiences",0,2025-09-13T15:18:34Z,suv,crossover niche game music news commentary reach wider audience,Other,Other
72,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@HornyMidget420,Am I the only one that thinks the Audi looks by far the best??,0,2025-09-08T20:47:06Z,suv,one think audi look far best exclamation_strong,Audi,Other
73,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@yoyo50658,Matt is a BMW fanboy,0,2025-09-08T07:44:59Z,suv,matt bow fanboy,BMW,Other
74,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@alek385,"I would get VW Touareg Diesel 286 hp, immense torque, or BMW X5 50e....",0,2025-09-07T08:30:16Z,suv,would get vow tuareg diesel 286 he immense torque bow of the,BMW,Other
75,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@fiercefalcon2345,"prices of these cars are insane even for europe, in india the X5 costs 140k pounds, the gle 140k pounds, Q7 120k, Cayenne is just on another level because its a fully built car costing 190k for the base model with absolutely no options. Crazy isnt it?",0,2025-09-03T11:32:32Z,suv,price car insane even europe india of cost 140k pound gel 140k pound of 120k cayenne another level fully build car cost 190k base model absolutely no option crazy not,Other,Other
76,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@sinisa79,"maybe focus on important stuff? Reliability, longevity, simplicity, car parts prices, ect ect?
Complaining about something being manual is beyond dumb, we don't need everything to be electric ad powered, its nightmare when breaks, and it will break
Anyway, worst car here is by far Mercedes, friend got one and he was at dealer about 60 times in 3 years, for various mostly electric problems
best is for sure BMW, best 3.0 diesel on the market, as it will last 800 000 km easy when maintained, seen many with this mileage
ofc best option would be Lexus RX, but not even listed here",2,2025-08-31T07:19:35Z,suv,maybe focus important stuff reliability longevity simplicity car part price act act complain something manual beyond dumb not need everything electric and power nightmare break break anyway bad car far mercedes friend get one dealer of time a year various mostly electric problem best sure bow best a a diesel market last 800 000 pm easy maintain see many mileage course best option would lexus re but not even list,Mercedes,reliability
77,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@jackbestyt,Sooooo where’s the Lexus ??,5,2025-08-22T12:49:17Z,suv,voodoo lexus exclamation_strong,Lexus,Other
78,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@thaithao-qw4rs,Very uplifting.,0,2025-08-15T05:43:20Z,suv,very uplifting,Other,Other
79,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@aryanmakineni2016,Q7,1,2025-08-10T12:55:34Z,suv,of,Other,Other
80,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@patrick.p2781,The BMW channel ?,0,2025-08-08T16:50:09Z,suv,bow channel,BMW,Other
81,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@yl003760,X5 100%,0,2025-08-07T03:14:45Z,suv,of 100,Other,Other
82,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@smithwesson870,Porsche❤️,0,2025-08-06T10:19:46Z,suv,porsche red_heart_emoji,Porsche,Other
83,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@your_royal_highness,"I am getting a new ‘26 X5 I just ordered. A replacement for a wonderful brand new Q8 Prestige that got broadsided and I know the car will never be the same, plus it has been in the shop for 3 months still getting fixed.  If money were no object the Porsche wins hands down.  I think the looks of the Q8 are better than the X5 or X6.  However, the overall capabilities of the X5 are probably better.  I really like Audi’s though and recognize that I do not drive outside the car so the bland looks of the SQ5 I had before did not matter one whit.  It is a better overall car than the X3 50.",0,2025-08-03T13:54:20Z,suv,get new of of order replacement wonderful brand new of prestige get broadside know car never plus shop a month still get fix money no object porsche win hand think look of well of of however overall capability of probably well really like audi though recognize not drive outside car bland look sqq not matter one whit good overall car of of,Porsche,Other
84,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@YoutTypicalCarGuy,porsche obviously!!!,0,2025-08-02T22:21:47Z,suv,porsche obviously exclamation_strong,porsche,Other
85,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@microhard4997,Wish porsche had a 7 seater option especially in petrol or diesel not bloody electric shit,0,2025-08-01T04:00:38Z,suv,wish porsche a heater option especially petrol diesel not bloody electric shit,porsche,Other
86,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@microhard4997,So sq7 is the best one ?,0,2025-08-01T04:00:01Z,suv,sqq best one,Other,Other
87,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@saljogja,Porsche👍,0,2025-07-31T03:07:31Z,suv,porsche thumbs_up_emoji,Porsche,Other
88,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@mohammedriyad5481,Btw where's the range rover sport,1,2025-07-29T21:14:18Z,suv,way range rover sport,range rover,range
89,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@budaibence720,Where is opel?,0,2025-07-29T17:55:57Z,suv,opel,Other,Other
90,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@kutieto,"""Have they made it from scrotums?"" 😂😂",0,2025-07-29T10:57:56Z,suv,make scrotum face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji,Other,Other
91,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Listenwell-wq8pn,Which one is the fastest ?,0,2025-07-28T23:35:15Z,suv,one fast,Other,Other
92,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@formatagfys1903,3 of them r the same thing different skin,0,2025-07-27T23:16:29Z,suv,a a thing different skin,Other,Other
93,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@djangounbound2214,I would take the merc,0,2025-07-27T22:51:43Z,suv,would take marc,Other,Other
94,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@abhijeetkumarsingh3949,"11:42 how do you don’t look good either from the outside they have good friend, but ugliest rear design. 😢",0,2025-07-27T09:20:42Z,suv,of of not look good either outside good friend but ugly rear design crying_face_emoji,Other,design
95,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@abhijeetkumarsingh3949,"Why are we buying so big SUVs, if they don’t have a good rear seats comfort?",1,2025-07-27T09:18:17Z,suv,buy big sun not good rear seat comfort,Other,Other
96,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@abhijeetkumarsingh3949,10:00 I think Audi has the best thighs support too,0,2025-07-27T09:17:01Z,suv,of of think audi best thighs support,Audi,Other
97,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@abhijeetkumarsingh3949,"6:25 yes, course, Porsche do look the ugliest of the lot",0,2025-07-27T09:12:44Z,suv,a of yes course porsche look ugly lot,Porsche,Other
98,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ilikeplen.350,personally i prefer audi,0,2025-07-26T10:21:48Z,suv,personally prefer audi,audi,Other
99,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@yarielsbusiness3134,There’s actually three Volkswagens a BMW and a Mercedes…..,1,2025-07-24T11:26:04Z,suv,actually three volkswagen bow mercedes,Volkswagens,Other
100,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@SMKTopaz,M50d would of smoked every car here,0,2025-07-19T13:54:43Z,suv,mind would smoke every car,Other,Other
101,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@rohitshukla5498,Why didn't you use x7 ?,0,2025-07-16T21:12:04Z,suv,not use of,Other,Other
102,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@SangTranVan-H60,"It's unfair to compare these luxury brands as each has its unique strengths and loyal customer base, sparking endless debates among car enthusiasts.",0,2025-07-15T02:15:00Z,suv,unfair compare luxury brand unique strength loyal customer base spark endless debate among car enthusiast,Other,Other
103,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@stefm6764,Till Germany understands that they need to be reliable I'm not touching any of them,0,2025-07-11T06:56:15Z,suv,till germany understand need reliable not touch,Other,Other
104,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Jemarch-g4i,The audi not wining  is crazy  considering  it's price,0,2025-07-10T15:16:26Z,suv,audi not win crazy consider price,audi,price
105,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@urrutiko,Dacia,0,2025-06-22T11:24:17Z,suv,dacia,Other,Other
106,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@boblench6207,i have one fantastic 🥰,0,2025-06-14T06:07:10Z,suv,one fantastic smiling_face_with_hearts_emoji,Other,Other
